Date,Open,High,Low,Close,Adj Close,Volume
2021-11-01,17.139999,23.370001,16.690001,20.090000,20.090000,15488300
2021-12-01,20.120001,22.469999,15.905000,17.209999,17.209999,19688900
2022-01-01,17.209999,18.549999,14.000000,15.020000,15.020000,10202800
2022-02-01,15.100000,17.120001,13.820000,16.350000,16.350000,3017200
2022-02-11,16.590000,17.120001,16.170000,16.350000,16.350000,624298
